race_id	place	raceno	waku	waku_house	name	expected
202105030211	東京	11	2	2	ギベオン	
202105030211	東京	11	3	3	ダイワキャグニー	
202105030211	東京	11	3	4	カラテ	
202105030211	東京	11	4	5	グランアレグリア	
202105030211	東京	11	4	6	ダノンプレミアム	
202105030211	東京	11	5	7	ラウダシオン	※
202105030211	東京	11	5	8	インディチャンプ	※
202105030211	東京	11	6	9	トーラスジェミニ	
202105030211	東京	11	6	10	カデナ	
202105030211	東京	11	7	11	ダノンキングリー	
202105030211	東京	11	7	12	ケイデンスコール	
202105030211	東京	11	8	13	シュネルマイスター	
202105030211	東京	11	8	14	カテドラル	
202105030212	東京	12	1	1	デンコウハピネス	
202105030212	東京	12	1	2	フォークテイル	
202105030212	東京	12	2	3	ヘライア	
202105030212	東京	12	2	4	スズカクローカス	
202105030212	東京	12	3	5	チュウワフライヤー	
202105030212	東京	12	3	6	ブッチーニ	
202105030212	東京	12	4	7	グランパラディーゾ	※
202105030212	東京	12	4	8	カシマフウリン	
202105030212	東京	12	5	9	ラヴィンフォール	
202105030212	東京	12	5	10	ラフリッグフェル	
202105030212	東京	12	6	11	スピードオブラブ	
202105030212	東京	12	6	12	ガチコ	
202105030212	東京	12	7	13	クレデンザ	
202105030212	東京	12	7	14	メイショウマサヒメ	※
202105030212	東京	12	8	15	シャルロッテミノル	
202105030212	東京	12	8	16	ラブリーエンジェル	
202107040202	中京	2	1	1	アレトゥーザ	
202107040202	中京	2	1	2	クリノスパークル	
202107040202	中京	2	2	3	ガールズヒロイン	
202107040202	中京	2	2	4	セゾンデフルール	
202107040202	中京	2	3	5	デシレー	
202107040202	中京	2	3	6	バンビーナミノル	
202107040202	中京	2	4	7	シゲルブチョウ	
202107040202	中京	2	4	8	グッドインパクト	※
202107040202	中京	2	5	9	メイショウツキシロ	
202107040202	中京	2	5	10	コニャックダイヤ	
202107040202	中京	2	6	11	シゲルデカスロン	
202107040202	中京	2	6	12	プロヴァンスロゼ	
202107040202	中京	2	7	13	ツーエムプレミアム	
202107040202	中京	2	7	14	レヴィーアクイーン	※
202107040202	中京	2	8	15	バンボーレ	
202107040202	中京	2	8	16	メガキャット	
202107040203	中京	3	1	1	メイショウシロガネ	
202107040203	中京	3	1	2	ビオグラフィア	
202107040203	中京	3	2	3	フランコイメル	※
202107040203	中京	3	2	4	ロッキーブレイヴ	
202107040203	中京	3	3	5	ナムラハカ	
202107040203	中京	3	3	6	ハイパーソニック	
202107040203	中京	3	4	7	シーフードパイセン	※
202107040203	中京	3	4	8	リーゼントジャンボ	
202107040203	中京	3	5	9	ミルトディーズ	
202107040203	中京	3	5	10	クロスオブドリーム	※
202107040203	中京	3	6	11	ミッキーレイナ	
202107040203	中京	3	6	12	クリノインスパイア	
202107040203	中京	3	7	13	ネビーイーム	
202107040203	中京	3	7	14	メイショウセッサイ	
202107040203	中京	3	8	15	シルヴェスター	
202107040203	中京	3	8	16	クリノエトワール	
202107040204	中京	4	1	1	メイショウシマト	
202107040204	中京	4	1	2	シャトワイエー	※
202107040204	中京	4	2	3	ラウディ	※
202107040204	中京	4	2	4	サンライズヴェリテ	
202107040204	中京	4	3	5	アスクマンカップ	
202107040204	中京	4	3	6	エンタイトルド	
202107040204	中京	4	4	7	サトノスバル	
202107040204	中京	4	4	8	フィルムスコア	
202107040204	中京	4	5	9	トムティット	
202107040204	中京	4	5	10	メイショウメイスイ	
202107040204	中京	4	6	11	ムエックス	
202107040204	中京	4	6	12	ティーティーゴー	
202107040204	中京	4	7	13	トレサイーユ	※
202107040204	中京	4	7	14	ヒロノクイーン	※
202107040204	中京	4	8	15	テイエムグレイト	
202107040204	中京	4	8	16	ハイフォース	
202107040206	中京	6	1	1	レイクビワ	
202107040206	中京	6	1	2	サマートゥリスト	※
202107040206	中京	6	2	3	ヴィトーリア	
202107040206	中京	6	2	4	ダノンターキッシュ	※
202107040206	中京	6	3	5	デマントイド	
202107040206	中京	6	3	6	ミーティア	
202107040206	中京	6	4	7	ゼンノミチザネ	
202107040206	中京	6	4	8	エイシンビルト	
202107040206	中京	6	5	9	ラッセルリー	
202107040206	中京	6	5	10	カネトシディーバ	
202107040206	中京	6	6	11	サマースノー	
202107040206	中京	6	6	12	メイショウミカワ	※
202107040206	中京	6	7	13	シャンプルミー	
202107040206	中京	6	7	14	ニシノコウメイ	
202107040206	中京	6	8	15	ジェネレイトヒート	
202107040206	中京	6	8	16	ヤマニンサンパ	
202107040207	中京	7	1	1	オンザフェーヴル	
202107040207	中京	7	2	2	メガゴールド	※
202107040207	中京	7	3	3	キングリスティア	
202107040207	中京	7	4	4	タイセイドレッサー	
202107040207	中京	7	5	5	レプンカムイ	※
202107040207	中京	7	6	6	メイショウマントル	
202107040207	中京	7	7	7	サステナブル	
202107040207	中京	7	7	8	シゲルヒカルダイヤ	※
202107040207	中京	7	8	9	ジオルティ	
202107040207	中京	7	8	10	シゲルフタゴザ	
202107040208	中京	8	1	1	アドマイヤベネラ	※
202107040208	中京	8	2	2	ロックグラス	
202107040208	中京	8	3	3	シゲルソウサイ	
202107040208	中京	8	4	4	ボンベール	※
202107040208	中京	8	5	5	ヤマニンデンファレ	※
202107040208	中京	8	6	6	テリオスルイ	※
202107040208	中京	8	7	7	モントカイザー	
202107040208	中京	8	8	8	レベランス	※
202107040209	中京	9	1	1	スキップ	
202107040209	中京	9	2	2	グラウクス	
202107040209	中京	9	3	3	ウインスピリタス	
202107040209	中京	9	4	4	イルミネーター	
202107040209	中京	9	5	5	アビエルト	
202107040209	中京	9	6	6	ブラッディムーン	
202107040209	中京	9	6	7	マイネルジェロディ	
202107040209	中京	9	7	8	グレイトゲイナー	
202107040209	中京	9	7	9	ズアー	※
202107040209	中京	9	8	10	ドナウエレン	※
202107040209	中京	9	8	11	グリンデルヴァルト	
202107040210	中京	10	1	1	プレイヤーズハイ	
202107040210	中京	10	2	2	アースライザー	
202107040210	中京	10	3	3	サンマルエンパイア	
202107040210	中京	10	4	4	ユアヒストリー	※
202107040210	中京	10	5	5	ホッコーハナミチ	※
202107040210	中京	10	5	6	リリーミニスター	
202107040210	中京	10	6	7	タイセイアゲイン	※
202107040210	中京	10	6	8	ジョウショーリード	
202107040210	中京	10	7	9	モダスオペランディ	
202107040210	中京	10	7	10	モーニングサン	
202107040210	中京	10	8	11	リーガルマインド	
202107040210	中京	10	8	12	マイネルイヴィンス	
202107040211	中京	11	1	1	シャフトオブライト	
202107040211	中京	11	2	2	ニホンピロスクーロ	
202107040211	中京	11	3	3	ナイトバナレット	
202107040211	中京	11	3	4	シルヴェリオ	
202107040211	中京	11	4	5	トーセングラン	※
202107040211	中京	11	4	6	モアナアネラ	
202107040211	中京	11	5	7	シフルマン	※
202107040211	中京	11	5	8	フライライクバード	
202107040211	中京	11	6	9	レザネフォール	
202107040211	中京	11	6	10	シャイニーゲール	
202107040211	中京	11	7	11	プリマヴィスタ	
202107040211	中京	11	7	12	ターキッシュパレス	
202107040211	中京	11	8	13	エヒト	
202107040211	中京	11	8	14	アドマイヤジョラス	
202107040212	中京	12	1	1	スリーヘリオス	
202107040212	中京	12	2	2	スターズプレミア	
202107040212	中京	12	2	3	コンセプト	
202107040212	中京	12	3	4	ダンツウィザード	
202107040212	中京	12	3	5	エンカンタドーラ	
202107040212	中京	12	4	6	テイエムラッシュ	
202107040212	中京	12	4	7	アルメイダミノル	※
202107040212	中京	12	5	8	ウーゴ	
202107040212	中京	12	5	9	ミッキーマラン	
202107040212	中京	12	6	10	オーマイオーマイ	
202107040212	中京	12	6	11	スプリットロック	
202107040212	中京	12	7	12	スカリーワグ	※
202107040212	中京	12	7	13	テイエムクイーン	
202107040212	中京	12	8	14	テイエムファルコン	
202107040212	中京	12	8	15	グレアミラージュ	
